0,0.06461865454912186,0.9699570815450643,0.9565217391304348,0.9625,0.9506172839506173,1.2629,184.494,9.0
0,0.06023244187235832,0.9785407725321889,0.9685534591194969,0.9871794871794872,0.9506172839506173,0.9967,233.76,11.0
0,0.06234431266784668,0.9525862068965517,0.934131736526946,0.9069767441860465,0.9629629629629629,1.1433,202.916,8.0
0,0.19394749402999878,0.9267241379310345,0.8957055214723927,0.8902439024390244,0.9012345679012346,1.0373,223.667,12.0
0,0.10199840366840363,0.9439655172413793,0.9182389937106918,0.9240506329113924,0.9125,1.2162,190.759,7.0
0,0.09600144624710083,0.9655172413793104,0.9506172839506174,0.9390243902439024,0.9625,1.3873,167.228,8.0
0,0.071495421230793,0.9612068965517241,0.9454545454545454,0.9176470588235294,0.975,1.0636,218.123,8.0
0,0.07561937719583511,0.9439655172413793,0.9212121212121211,0.8941176470588236,0.95,0.9467,245.073,9.0
0,0.03085056133568287,0.978448275862069,0.9693251533742331,0.9518072289156626,0.9875,1.0493,221.107,7.0
0,0.0981740951538086,0.9396551724137931,0.9090909090909091,0.9459459459459459,0.875,1.2245,189.461,6.0
