0,0.19854415953159332,0.9699570815450643,0.9575757575757574,0.9404761904761905,0.9753086419753086,2.3198,100.438,11.0
0,0.06622450798749924,0.9828326180257511,0.9753086419753086,0.9753086419753086,0.9753086419753086,1.7709,131.568,6.0
0,0.15541326999664307,0.9741379310344828,0.9620253164556961,0.987012987012987,0.9382716049382716,2.0473,113.322,7.0
0,0.33624687790870667,0.9353448275862069,0.912280701754386,0.8666666666666667,0.9629629629629629,1.8781,123.529,8.0
0,0.24841377139091492,0.9568965517241379,0.9397590361445783,0.9069767441860465,0.975,2.1279,109.029,8.0
0,0.20240606367588043,0.9525862068965517,0.9316770186335404,0.9259259259259259,0.9375,2.47,93.925,6.0
0,0.07210168987512589,0.9741379310344828,0.9629629629629629,0.9512195121951219,0.975,1.8483,125.522,6.0
0,0.1399160623550415,0.978448275862069,0.9696969696969697,0.9411764705882353,1.0,1.6529,140.362,7.0
0,0.00813903659582138,0.9956896551724138,0.9937106918238994,1.0,0.9875,2.049,113.224,6.0
0,0.12947510182857513,0.9698275862068966,0.9554140127388535,0.974025974025974,0.9375,2.1556,107.628,8.0
