0,0.034026991575956345,1.0,1.0,1.0,1.0,0.1847,341.154,13.0
0,0.046497710049152374,1.0,1.0,1.0,1.0,0.1848,340.837,16.0
0,0.0014850572915747762,1.0,1.0,1.0,1.0,0.1968,320.172,10.0
0,0.11472054570913315,0.9841269841269841,0.9333333333333333,0.875,1.0,0.183,344.201,20.0
0,0.00457105552777648,1.0,1.0,1.0,1.0,0.1824,345.458,17.0
0,0.04871043935418129,1.0,1.0,1.0,1.0,0.1926,321.933,11.0
0,0.06575345993041992,1.0,1.0,1.0,1.0,0.1848,335.412,9.0
0,0.08736731857061386,1.0,1.0,1.0,1.0,0.1899,326.532,16.0
0,0.009250839240849018,1.0,1.0,1.0,1.0,0.1852,334.742,20.0
0,0.0040542446076869965,1.0,1.0,1.0,1.0,0.1851,334.953,8.0
